Compound,Label,struct_file_path,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,mean_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,maximum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Eu(FeSb3)4,0,../data/Structures/Metals/EuFe4Sb12_SD_1121243.cif,60,74.41176471,14.94809689,151.964,96.119,108.0272941,24.5563737,1811,907.22,1128.491765,321.180346,12,12.64705882,3.321799308,15,6,2,4.823529412,0.387543253,198,66,140.8235294,6.726643599,139,1.185,2.05,0.865,1.947352941,0.144913495,2.05,0,2,3,2.117647059,1.24567474,3,0,10,8.470588235,2.15916955,7,0.775086505,8,15,7,13,2.823529412,15,0,0,0,3,3,2.117647059,1.24567474,3,4,1.439446367,7,0.775086505,3,4,3.470588235,0.664359862,3,10.73,25.73,26.94705882,7.631557093,31.56,0,0,0.759546475,229,184.5294118,26.15916955,166,-3,3,6,3.424908758,-89.95278552,0.061738392,1.159800197,0.868805917,0.02125913,0.116274368,0.095015239,0.088933338,0.038599102,0.118388342,0,1,0,4.58625,2.5656426,2.5656426,2.5656426,3.794119049,2.93868555,3.49132553,-63.48318791,26.27397182,52.12562387,19.3411429,19.45829726,22.69782505
Eu(P3Ru)4,0,../data/Structures/Metals/EuRu4P12_CollCode_631497.cif,58,73.23529412,13.78546713,151.964,120.990238,54.58406729,33.33219571,2607,2289.7,901.8,825.1764706,12,12.64705882,3.321799308,15,6,3,3.647058824,0.91349481,198,91,121.5294118,20.51211073,107,1.185,2.2,1.015,2.133235294,0.111557093,2.19,0.359861592,2,3,2.117647059,1.24567474,3,0,7,1.647058824,2.519031142,7,0.775086505,5,9,4,5.941176471,1.328719723,5,0.359861592,0,0,3,3,2.117647059,1.24567474,3,3,1.079584775,7,0.775086505,3,4,3.470588235,0.664359862,3,13.51,22.95,21.25546218,3.644923381,22.5702381,0.674740484,1.625,0,229,60.52941176,82.62975779,2,-3,5,8,4.123105626,-94.85669961,0.037823739,1.214215822,0.919624555,0.029147334,0.142432932,0.113285598,0.111380916,0.043838141,0.071553265,0.27042556,1,0,4.0203,2.340974811,2.340974811,2.340974811,3.286432344,2.2996116,2.887659959,-69.87581751,25.2884838,178.41,64.82826481,-11.8043288,15.28925963
Gd(FeP3)4,0,../data/Structures/Metals/GdFe4P12_CollCode_92390.cif,56,73.11764706,13.95155709,157.25,126.276238,44.253832,18.74833412,1811,1493.7,743.3882353,601.5363322,12,12.64705882,3.321799308,15,6,3,3.411764706,0.581314879,196,89,118.1176471,15.69550173,107,1.2,2.19,0.99,2.047058824,0.201799308,2.19,0,2,3,2.117647059,1.24567474,3,0,6,1.470588235,2.131487889,7,0.775086505,5,10,5,6,1.411764706,5,0,0,0,3,3,2.117647059,1.24567474,3,9,2.076124567,7,0.775086505,3,13,4,1.411764706,3,10.73,21.32,20.34193277,4.523262481,22.5702381,0.674740484,1.625,0.759546475,229,66.70588235,91.34948097,2,-3,5,8,4.101115572,-99.74642438,0.043500971,1.201772394,0.907560437,0.02793623,0.136999461,0.10906323,0.106727972,0.04273622,0.082767484,0.225075135,1,0,3.89745,2.248610585,2.248610585,2.248610585,3.268140794,2.295909846,2.821841801,-72.65668401,27.28061579,33.89232524,12.33393898,19.78828856,13.93005166
Gd(P3Ru)4,0,../data/Structures/Metals/GdRu4P12_SD_1638959.cif,56,73.35294118,13.61937716,157.25,126.276238,54.89500847,33.77117149,2607,2289.7,930.6823529,865.9515571,12,12.64705882,3.321799308,15,6,3,3.647058824,0.91349481,196,89,121.4117647,20.34602076,107,1.2,2.2,1,2.134117647,0.109896194,2.19,0.359861592,2,3,2.117647059,1.24567474,3,0,7,1.705882353,2.491349481,7,0.775086505,5,10,5,6,1.411764706,5,0.359861592,0,0,3,3,2.117647059,1.24567474,3,9,1.743944637,7,0.775086505,3,13,4,1.411764706,3,13.51,18.54,20.99605042,3.522847257,22.5702381,0.674740484,1.625,0,194,58.47058824,79.72318339,2,-3,5,8,4.101115572,-96.53882992,0.043172104,1.20661255,0.908259279,0.027970562,0.136193639,0.108223076,0.106550383,0.041849302,0.082085609,0.284517707,1,0,4.01875,2.318583603,2.318583603,2.318583603,3.045606552,2.3485575,2.824777285,-70.46464808,26.31297339,178.41,64.82688336,-10.25041185,15.27158243
Gd(SiNi)2,0,../data/Structures/Metals/GdNi2Si2_SD_0301524.cif,51,61,13.6,157.25,129.1645,66.16156,36.435376,1728,142,1683.2,38.88,11,10.2,3.04,10,6,3,4,0.8,196,85,133.2,25.12,111,1.2,1.91,0.71,1.764,0.2256,1.9,0,2,2,0.8,0.96,0,0,8,3.4,3.68,7,2.24,4,10,6,7.6,2.88,4,0,0,0,4,4,1.6,1.92,0,9,2.56,7,2.24,2,14,5.6,4.16,2,10.32,21.73,18.714,6.7152,10.32,0.37104,0,0.285789456,227,219.6,10.24,225,-4,3,7,3.872983346,-47.55799256,0.057544024,1.143860059,0.940616417,0.026175004,0.117883039,0.091708035,0.096346441,0.028068575,0.114235577,0,1,0,2.812163669,2.380844873,2.380844873,2.380844873,2.159882,2.159882,2.159882,-20.65279298,32.8219061,35.187,11.89767411,16.95715704,15.11585677
Ho(SiNi)2,0,../data/Structures/Metals/HoNi2Si2_CollCode_56232.cif,45,62.2,12.64,164.93032,136.84482,67.697624,38.8930784,1747,60,1715.4,22.72,11,10.2,3.04,10,6,3,4,0.8,192,81,132.4,23.84,111,1.23,1.91,0.68,1.77,0.216,1.9,0,2,2,0.8,0.96,0,0,8,3.2,3.84,11,3.52,4,13,9,8.2,3.36,4,0,0,0,4,4,1.6,1.92,0,2,0.96,3,0.96,2,2,3,0.8,2,10.32,20.41333333,18.45066667,6.504533333,10.32,0.37104,0,0.285789456,227,219.6,10.24,225,-4,3,7,3.872983346,0,0.056243151,1.140607876,0.938827711,0.028875064,0.116096453,0.087221389,0.094481798,0.026242694,0.111531282,0,1,0,2.77680833,2.372017571,2.372017571,2.372017571,2.09132,2.09132,2.09132,-21.82751153,34.47924415,34.05824328,11.40994745,16.84303826,14.65951535
IrO2,0,../data/Structures/Metals/IrO2_CollCode_84577.cif,27,78,12,192.217,176.2176,74.7386,78.31893333,2739,2684.2,949.5333333,1192.977778,7,13.66666667,3.111111111,16,6,4,3.333333333,1.777777778,141,75,91,33.33333333,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,0,2,4,2.666666667,1.777777778,4,0,7,2.333333333,3.111111111,14,6.222222222,6,23,17,11.66666667,7.555555556,6,0,0,0,2,2,1.333333333,0.888888889,2,3,1.333333333,0,0,2,1,2.333333333,0.444444444,2,9.105,5.105,10.80666667,2.268888889,9.105,0,0,0,225,83,94.66666667,12,-2,4,6,4.242640687,-46.55493902,0.093338388,1.070003791,0.859992417,0.016153817,0.169483129,0.153329312,0.118373358,0.068146361,0.163088389,0.33809062,1,0,3.511471406,1.998811236,1.960410092,1.986010855,3.269331918,2.450353336,2.878784051,-44.47059903,25.35667573,57,12.89925466,14.86591933,10.68445198
La(As3Os)4,0,../data/Structures/Metals/LaOs4As12_CollCode_610776.cif,71,73.47058824,14.8650519,190.23,115.3084,105.8167453,43.61667571,3306,2216,1617.470588,794.6020761,12,12.64705882,3.321799308,15,6,2,4.588235294,0.830449827,207,88,130.0588235,15.61245675,119,1.1,2.2,1.1,2.121176471,0.120138408,2.18,0,2,3,2.117647059,1.24567474,3,1,9,8.529411765,2.076124567,14,5.038062284,3,22,19,15.94117647,2.851211073,15,0,0,0,3,3,2.117647059,1.24567474,3,9,2.076124567,0,0,3,6,3.588235294,0.830449827,3,14.09,22.8075,21.13867647,3.317024221,22.175,0,0,0,194,174.2352941,11.62629758,166,-3,5,8,4.183300133,-93.69511575,0.05244953,1.183393165,0.888544748,0.025288258,0.127041606,0.101753348,0.098395047,0.040442201,0.100319903,0.89991435,1,0,4.27185,2.42768901,2.42768901,2.42768901,3.627019519,2.6314596,3.26997384,-67.18284766,26.52069244,168.7,63.30917705,10.61178143,18.34252222
La(As3Ru)4,0,../data/Structures/Metals/LaRu4As12_CollCode_610778.cif,71,73.23529412,15.19723183,138.90547,63.98387,84.83792176,13.99951308,2607,1517,1453,543.0588235,12,12.64705882,3.321799308,15,6,2,4.352941176,0.498269896,207,88,130.5294118,16.27681661,119,1.1,2.2,1.1,2.121176471,0.120138408,2.18,0.359861592,2,3,2.117647059,1.24567474,3,1,9,8.764705882,1.743944637,0,0,3,15,12,12.64705882,3.321799308,15,0.359861592,0,0,3,3,2.117647059,1.24567474,3,9,1.743944637,0,0,3,6,3.588235294,0.830449827,3,13.51,23.3875,21.00220588,3.525743945,22.175,0,0,0,194,174.2352941,11.62629758,166,-3,5,8,4.657215388,-94.08715934,0.05244953,1.183393165,0.888544748,0.025288258,0.127041606,0.101753348,0.098395047,0.040442201,0.100319903,0,1,0,4.25405,2.417573284,2.417573284,2.417573284,3.611906407,2.6204948,3.256348471,-67.46395735,26.63166159,178.41,65.0250727,17.04576707,18.11418672
La(FeAs3)4,0,../data/Structures/Metals/LaFe4As12_CollCode_23080.cif,71,73,15.52941176,138.90547,83.06047,74.19674529,8.636115433,1811,721,1265.705882,256.6089965,12,12.64705882,3.321799308,15,6,2,4.117647059,0.221453287,207,88,127.2352941,11.62629758,119,1.1,2.18,1.08,2.034117647,0.205951557,2.18,0,2,3,2.117647059,1.24567474,3,1,9,8.529411765,2.076124567,0,0,3,15,12,12.64705882,3.321799308,15,0,0,0,3,3,2.117647059,1.24567474,3,9,2.076124567,0,0,3,6,3.588235294,0.830449827,3,10.73,26.1675,20.34808824,4.52615917,22.175,0,0,0.759546475,229,182.4705882,23.25259516,166,-3,5,8,4.056058789,0,0.052666016,1.181680796,0.888084715,0.025152929,0.127099228,0.101946299,0.098297794,0.040660847,0.100740932,0,1,0,4.1626,2.365092194,2.365092194,2.365092194,3.529810713,2.571487776,3.186250196,-53.25681783,23.31748837,46.88183809,15.69917204,19.45896469,16.97090919
La(FeP3)4,0,../data/Structures/Metals/LaFe4P12_CollCode_1286.cif,70,72.29411765,15.11418685,138.90547,107.931708,43.174742,17.22491294,1811,1493.7,720.2705882,568.899654,12,12.64705882,3.321799308,15,6,3,3.411764706,0.581314879,207,100,118.7647059,16.60899654,107,1.1,2.19,1.09,2.041176471,0.210103806,2.19,0,2,3,2.117647059,1.24567474,3,0,6,1.470588235,2.131487889,0,0,3,8,5,5.588235294,1.134948097,5,0,0,0,3,3,2.117647059,1.24567474,3,9,2.076124567,0,0,3,6,3.588235294,0.830449827,3,10.73,26.1675,20.62707983,4.657449333,22.5702381,0.674740484,1.625,0.759546475,229,66.70588235,91.34948097,2,-3,5,8,4.101115572,0,0.043172104,1.20661255,0.908259279,0.027970562,0.136193639,0.108223076,0.106550383,0.041849302,0.082085609,0,1,0,3.9158,2.259187477,2.259187477,2.259187477,3.284247361,2.28839352,2.828390009,-72.64102035,27.3294775,33.89019767,12.34477734,19.70166088,14.12773617
La(FeSb3)4,0,../data/Structures/Metals/LaFe4Sb12_CollCode_53490.cif,72,73.70588235,15.94463668,138.90547,83.06047,107.2591453,24.1948919,1811,907.22,1134.256471,325.3785467,12,12.64705882,3.321799308,15,6,2,4.823529412,0.387543253,207,75,141.3529412,7.723183391,139,1.1,2.05,0.95,1.942352941,0.151972318,2.05,0,2,3,2.117647059,1.24567474,3,1,9,8.529411765,2.076124567,0,0,3,15,12,12.64705882,3.321799308,15,0,0,0,3,3,2.117647059,1.24567474,3,9,2.076124567,0,0,3,6,3.588235294,0.830449827,3,10.73,26.1675,26.97279412,7.64366782,31.56,0,0,0.759546475,229,182.4705882,23.25259516,166,-3,5,8,3.71510164,0,0.062320223,1.15791881,0.867569526,0.020924177,0.115625987,0.094701809,0.088323264,0.03854502,0.11951044,0,1,0,4.56975,2.553940317,2.553940317,2.553940317,3.773218966,2.93231718,3.477682855,-40.43658528,16.70476283,53.56972306,20.26216746,19.46644202,22.45372475
La(P3Ru)4,0,../data/Structures/Metals/LaRu4P12_CollCode_50596.cif,70,72.52941176,14.78200692,138.90547,107.931708,53.81591847,32.24775031,2607,2289.7,907.5647059,833.3148789,12,12.64705882,3.321799308,15,6,3,3.647058824,0.91349481,207,100,122.0588235,21.25951557,107,1.1,2.2,1.1,2.128235294,0.120968858,2.19,0.359861592,2,3,2.117647059,1.24567474,3,0,7,1.705882353,2.491349481,0,0,3,8,5,5.588235294,1.134948097,5,0.359861592,0,0,3,3,2.117647059,1.24567474,3,9,1.743944637,0,0,3,6,3.588235294,0.830449827,3,13.51,23.3875,21.28119748,3.657034108,22.5702381,0.674740484,1.625,0,194,58.47058824,79.72318339,2,-3,5,8,4.101115572,0,0.033942739,1.2195027,0.92787168,0.029931643,0.146763786,0.116832143,0.114700939,0.045265195,0.063898763,0,1,0,4.0305,2.362500877,2.362500877,2.362500877,3.234245587,2.2715898,2.884204003,-69.7376572,25.16806092,178.41,64.82926502,-12.04952515,15.40592738
La(Sb3Ru)4,0,../data/Structures/Metals/LaRu4Sb12_CollCode_641783.cif,72,73.94117647,15.61245675,138.90547,37.83547,117.9003218,7.920151419,2607,1703.22,1321.550588,604.9173702,12,12.64705882,3.321799308,15,6,1,5.058823529,0.110726644,207,68,144.6470588,7.972318339,139,1.1,2.2,1.1,2.029411765,0.109342561,2.05,0.359861592,2,3,2.117647059,1.24567474,3,1,9,8.764705882,1.743944637,0,0,3,15,12,12.64705882,3.321799308,15,0.359861592,0,0,3,3,2.117647059,1.24567474,3,9,1.743944637,0,0,3,6,3.588235294,0.830449827,3,13.51,23.3875,27.62691176,6.643252595,31.56,0,0,0,194,174.2352941,11.62629758,166,-3,3,6,3.442162816,-81.30090231,0.034159889,1.219272133,0.927410236,0.029885899,0.146509067,0.116623169,0.114512292,0.045171918,0.064326408,0.094999453,1,0,4.635,2.71580942,2.71580942,2.71580942,3.558207117,2.61414,3.249698078,-60.28632518,21.31965235,178.41,65.3032794,10.4535318,23.42935244
LaCuO3,0,../data/Structures/Metals/LaCuO3_CollCode_73554.cif,74,67.6,23.28,138.90547,122.90607,50.089934,40.9086408,1357.77,1302.97,543.034,585.8808,13,12.4,4.32,16,6,4,3.2,1.44,207,141,107.4,49.68,66,1.1,3.44,2.34,2.664,0.9312,3.44,0.32,2,4,2.4,1.92,4,0,10,2.2,3.12,0,0,3,11,8,6.4,1.84,6,0.32,0,0,2,2,1.2,0.96,2,9,2.88,0,0,1,8,3.2,2.32,2,9.105,27.7925,15.0565,8.7364,9.105,0,0,0,225,91,94.8,12,-2,3,5,3.273268354,-33.1963344,0.080788148,1.098777031,0.798029631,0.001494503,0.124945424,0.12345092,0.085444326,0.047401318,0.143091218,0.17490188,1,0,3.870573596,1.952442824,1.952442824,1.952442824,3.521912543,2.732650191,2.944153343,-37.94382116,22.34021971,57.38,16.81871161,8.357028111,11.59474465
LaNiO3,0,../data/Structures/Metals/LaNiO3_CollCode_67714.cif,74,67,24,138.90547,122.90607,49.119414,39.7440168,1728,1673.2,617.08,674.736,13,12.2,4.56,16,6,4,3.2,1.44,207,141,105.8,47.76,66,1.1,3.44,2.34,2.666,0.9288,3.44,0,2,4,2.4,1.92,4,0,8,1.8,2.48,0,0,3,10,7,6.2,1.52,6,0,0,0,2,2,1.2,0.96,2,9,2.72,0,0,2,7,3.4,2.24,2,9.105,27.7925,14.9065,8.7964,9.105,0,0,0.190526304,225,91,94.8,12,-2,3,5,3.273268354,-33.53280898,0.080781511,1.098843534,0.798046222,0.001611745,0.124763628,0.123151884,0.085267021,0.047395929,0.143094675,0.381625687,1,0,3.831608844,1.932730134,1.932730134,1.932730134,3.486840561,2.703923068,2.914259428,-38.33103051,22.56603173,54.92,15.97487891,10.54882688,11.24771902
LaRuO3,0,../data/Structures/Metals/LaRuO3_CollCode_75569.cif,74,66,25.2,138.90547,122.90607,57.594734,49.9144008,2607,2552.2,792.88,885.696,13,11.8,5.04,16,6,4,3.4,1.68,207,141,110.2,53.04,66,1.1,3.44,2.34,2.724,0.8592,3.44,0.32,2,4,2.4,1.92,4,0,7,1.6,2.16,0,0,3,8,5,5.8,1.12,6,0.32,0,0,2,2,1.2,0.96,2,9,2.88,0,0,2,7,3.8,2.16,2,9.105,27.7925,15.5445,8.5412,9.105,0,0,0,194,84.8,87.36,12,-2,3,5,3.273268354,-32.52500262,0.073630144,1.067453778,0.81592464,0.00877332,0.143514399,0.13474108,0.098274831,0.041537959,0.130910145,0.020493113,1,0,3.957937348,2.046775858,2.012547147,2.030541707,3.5887697,2.858085138,2.977909775,-36.052266,22.12470373,45,12.89182973,14.90462246,12.43751367
LiTi2O4,0,../data/Structures/Metals/LiTi2O4_CollCode_51184.cif,86,62.14285714,28.40816327,47.867,40.926,23.81037143,13.7466449,1941,1886.2,650.6985714,737.315102,15,10.42857143,6.367346939,16,4,2,2.571428571,0.816326531,160,94,101.7142857,40.81632653,66,0.98,3.44,2.46,2.545714286,1.022040816,3.44,0.244897959,2,4,2.285714286,1.959183673,4,0,2,0.571428571,0.816326531,0,0,1,6,5,4.714285714,1.469387755,6,0.244897959,0,0,2,2,1.142857143,0.979591837,2,8,3.265306122,0,0,1,7,3.571428571,2.530612245,2,9.105,7.585,12.34190476,3.699319728,9.105,0,0,9.19728E-06,229,95,94.85714286,12,-2,4,6,3.130495168,-30.22045696,0.053759854,1.107519708,0.939699957,0.02448463,0.181737806,0.157253176,0.119178949,0.050814247,0.124230083,0.308767926,0,1,3.347797037,2.034012121,1.950349787,1.997245185,2.971681948,2.6044182,2.794197249,-38.39138722,25.62287673,71.283085,31.60241352,13.71425218,8.93867095
MoO2,0,../data/Structures/Metals/MoO2_CollCode_80830.cif,37,74.66666667,16.44444444,95.96,79.9606,42.65293333,35.53804444,2896,2841.2,1001.866667,1262.755556,10,12.66666667,4.444444444,16,5,3,3,1.333333333,154,88,95.33333333,39.11111111,66,2.16,3.44,1.28,3.013333333,0.568888889,3.44,0.444444444,2,4,2.666666667,1.777777778,4,0,5,1.666666667,2.222222222,0,0,6,6,0,6,0,6,0.444444444,0,0,2,2,1.333333333,0.888888889,2,5,2.222222222,0,0,2,4,3.333333333,1.777777778,2,9.105,6.585,11.3,2.926666667,9.105,0,0,0,229,84.33333333,96.44444444,12,-2,4,6,4.242640687,-45.10745176,0.094367455,1.077597326,0.858448817,0.035479704,0.163828966,0.128349262,0.118763778,0.055522716,0.178309445,0.322788123,1,0,2.810601646,2.074889107,1.971074584,2.010207988,3.578654798,2.715671398,2.92740489,-42.54968525,26.25677881,54.417,8.963666347,13.60238431,10.95913936
NbO,0,../data/Structures/Metals/NbO_CollCode_237585.cif,40,67,20,92.90638,76.90698,54.45289,38.45349,2750,2695.2,1402.4,1347.6,11,10.5,5.5,5,5,3,3.5,1.5,164,98,115,49,66,1.6,3.44,1.84,2.52,0.92,1.6,0.5,1,4,2,2,0,0,4,2,2,0,0,5,6,1,5.5,0.5,5,0.5,0,0,2,2,1,1,0,6,3,0,0,2,5,4.5,2.5,2,9.105,9.075,13.6425,4.5375,9.105,0,0,0,229,120.5,108.5,12,-2,2,4,2.828427125,-20.57308131,2.22045E-16,1,1,0.171572875,0.171572875,8.32667E-17,0.171572875,2.31296E-17,2.37779E-16,0.729525843,1,0,2.978086275,2.105825,2.105825,2.105825,2.978086275,2.978086275,2.978086275,-20.57241645,20.57241645,25.04,5.884797568,12.27600804,12.45103828
Nd(As3Os)4,0,../data/Structures/Metals/NdOs4As12_CollCode_611007.cif,65,73.82352941,14.36678201,190.23,115.3084,106.1306588,44.05984775,3306,2216,1623.411765,791.8062284,12,12.64705882,3.321799308,15,6,2,4.588235294,0.830449827,201,82,129.7058824,15.11418685,119,1.14,2.2,1.06,2.123529412,0.115709343,2.18,0,2,3,2.117647059,1.24567474,3,0,10,8.470588235,2.15916955,14,4.982698962,6,22,16,16.11764706,2.76816609,15,0,0,0,3,3,2.117647059,1.24567474,3,4,1.439446367,10,1.107266436,3,7,3.647058824,0.91349481,3,14.09,20.72,21.01588235,3.259238754,22.175,0,0,0,194,174.2352941,11.62629758,166,-3,5,8,4.183300133,-93.8555018,0.05244953,1.183393165,0.888544748,0.025288258,0.127041606,0.101753348,0.098395047,0.040442201,0.100319903,0.899388803,1,0,4.26455,2.423540426,2.423540426,2.423540426,3.620821445,2.6269628,3.264385908,-67.29785036,26.56609021,168.7,63.30340692,10.61469202,18.24864833
Nd(FeSb3)4,0,../data/Structures/Metals/NdFe4Sb12_CollCode_79927.cif,66,74.05882353,15.44636678,144.242,88.397,107.5730588,24.34261592,1811,907.22,1140.197647,333.76609,12,12.64705882,3.321799308,15,6,2,4.823529412,0.387543253,201,69,141,7.058823529,139,1.14,2.05,0.91,1.944705882,0.148650519,2.05,0,2,3,2.117647059,1.24567474,3,0,10,8.470588235,2.15916955,4,0.442906574,6,15,9,12.82352941,3.07266436,15,0,0,0,3,3,2.117647059,1.24567474,3,4,1.439446367,10,1.107266436,3,7,3.647058824,0.91349481,3,10.73,24.08,26.85,7.585882353,31.56,0,0,0.759546475,229,182.4705882,23.25259516,166,-3,5,8,3.71510164,-90.78906347,0.062976842,1.153437421,0.866174211,0.020274782,0.115367875,0.095093093,0.087782869,0.038943539,0.120743788,0,1,0,4.565,2.54913234,2.54913234,2.54913234,3.755710037,2.9214174,3.473444213,-63.88629085,26.64604165,52.14619833,19.35447536,19.4625488,22.38377932
Nd(P3Os)4,0,../data/Structures/Metals/NdOs4P12_CollCode_645670.cif,64,73.11764706,13.95155709,190.23,159.256238,75.10865553,62.30808498,3306,2988.7,1077.976471,1073.896194,12,12.64705882,3.321799308,15,6,3,3.882352941,1.24567474,201,94,121.2352941,20.09688581,107,1.14,2.2,1.06,2.130588235,0.116539792,2.19,0,2,3,2.117647059,1.24567474,3,0,6,1.411764706,2.15916955,14,4.982698962,5,22,17,9.058823529,6.089965398,5,0,0,0,3,3,2.117647059,1.24567474,3,4,1.439446367,10,1.107266436,3,7,3.647058824,0.91349481,3,14.09,20.72,21.29487395,3.390528917,22.5702381,0.674740484,1.625,0,194,58.47058824,79.72318339,2,-3,5,8,4.183300133,-93.46206062,0.034159889,1.219272133,0.927410236,0.029885899,0.146509067,0.116623169,0.114512292,0.045171918,0.064326408,0.513698367,1,0,4.0319,2.362431931,2.362431931,2.362431931,3.23879794,2.2739916,2.885701172,-69.30407927,24.50869035,168.7,63.10856966,-5.119991942,15.42198677
Nd(P3Ru)4,0,../data/Structures/Metals/NdRu4P12_CollCode_645686.cif,64,72.88235294,14.28373702,144.242,113.268238,54.129832,32.69092235,2607,2289.7,913.5058824,841.7024221,12,12.64705882,3.321799308,15,6,3,3.647058824,0.91349481,201,94,121.7058824,20.76124567,107,1.14,2.2,1.06,2.130588235,0.116539792,2.19,0.359861592,2,3,2.117647059,1.24567474,3,0,7,1.647058824,2.519031142,4,0.442906574,5,8,3,5.764705882,1.079584775,5,0.359861592,0,0,3,3,2.117647059,1.24567474,3,3,1.079584775,10,1.107266436,3,7,3.647058824,0.91349481,3,13.51,21.3,21.15840336,3.599248641,22.5702381,0.674740484,1.625,0,194,58.47058824,79.72318339,2,-3,5,8,4.101115572,-93.78071829,0.034159889,1.219272133,0.927410236,0.029885899,0.146509067,0.116623169,0.114512292,0.045171918,0.064326408,0.257211712,1,0,4.0182,2.35440462,2.35440462,2.35440462,3.227792823,2.2662648,2.875895843,-69.54037062,24.59225241,178.41,64.82639291,-12.80092027,15.26531315
OsO2,0,../data/Structures/Metals/OsO2_CollCode_15070.cif,30,77,13.33333333,190.23,174.2306,74.07626667,77.43582222,3306,3251.2,1138.533333,1444.977778,8,13.33333333,3.555555556,16,6,4,3.333333333,1.777777778,144,78,92,34.66666667,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,0,2,4,2.666666667,1.777777778,4,0,6,2,2.666666667,14,6.222222222,6,22,16,11.33333333,7.111111111,6,0,0,0,2,2,1.333333333,0.888888889,2,4,1.777777778,0,0,2,2,2.666666667,0.888888889,2,9.105,4.985,10.76666667,2.215555556,9.105,0,0,0,194,72.66666667,80.88888889,12,-2,4,6,4.242640687,-46.44155798,0.08852336,1.072810609,0.821517091,0.006440853,0.142673268,0.136232415,0.096301267,0.052932555,0.175285184,0.164449672,1,0,3.516594574,2.006474738,1.960867109,1.991272195,3.266997365,2.442651076,2.883725273,-44.38707976,25.26988093,55,9.905228853,13.71476265,10.7470953
Pr(As3Os)4,0,../data/Structures/Metals/PrOs4As12_CollCode_611141.cif,67,73.70588235,14.53287197,190.23,115.3084,105.9345206,43.78294671,3306,2216,1618.117647,794.2975779,12,12.64705882,3.321799308,15,6,2,4.588235294,0.830449827,203,84,129.8235294,15.28027682,119,1.13,2.2,1.07,2.122941176,0.116816609,2.18,0,2,3,2.117647059,1.24567474,3,0,10,8.470588235,2.15916955,14,4.955017301,5,22,17,16.05882353,2.795847751,15,0,0,0,3,3,2.117647059,1.24567474,3,4,1.439446367,11,1.21799308,3,8,3.705882353,0.996539792,3,14.09,21.585,21.06676471,3.283183391,22.175,0,0,0,194,174.2352941,11.62629758,166,-3,5,8,4.183300133,-93.83349866,0.05244953,1.183393165,0.888544748,0.025288258,0.127041606,0.101753348,0.098395047,0.040442201,0.100319903,0.899656513,1,0,4.26555,2.424108725,2.424108725,2.424108725,3.621670496,2.6275788,3.265151378,-67.2820733,26.55986215,168.7,63.30419852,10.61136099,18.26148879
